merchant_id,day,txn_count,txn_volume,avg_txn_value,refund_rate,dispute_rate,category_entropy,geo_entropy,dominant_category,dominant_geo,true_drift,true_drift_any,drift_kind,archetype
R0001,67,83,41800.13,503.62,0.054686432970199365,0.006149539489688282,1.2926,1.2583,apparel,jaipur,0,0,none,normal
R0001,68,78,40317.65,516.89,0.05475314151868946,0.007101221249965869,1.3959,1.1807,apparel,jaipur,0,0,none,normal
R0001,69,77,37733.88,490.05,0.04940116232452044,0.005424713684036115,1.3084,1.6114,apparel,jaipur,0,0,none,normal
R0001,70,87,44387.6,510.2,0.05321759092567107,0.005925463275905545,1.2545,1.6184,apparel,jaipur,0,0,none,normal
R0001,71,74,41281.4,557.86,0.0445558469263505,0.005574803279804273,1.3574,1.509,apparel,jaipur,0,0,none,normal
R0001,72,82,40951.17,499.4,0.05503239674832887,0.007059699468002435,1.288,1.1136,apparel,jaipur,0,0,none,normal
R0001,73,69,33472.21,485.1,0.058534925222742736,0.006504834473658796,1.262,1.2778,apparel,jaipur,0,0,none,normal
R0001,74,88,39982.07,454.34,0.057966519971899604,0.006445433230892289,1.4393,1.5634,apparel,jaipur,0,0,none,normal
R0001,75,83,39074.81,470.78,0.052363110581334374,0.006270709237075553,1.1588,1.3882,apparel,jaipur,0,0,none,normal
R0001,76,79,39729.76,502.91,0.05187419918285568,0.00801751209881169,1.4444,1.366,apparel,jaipur,0,0,none,normal
R0001,77,75,35181.1,469.08,0.04874955270818068,0.005513618500942934,1.3377,1.2675,apparel,jaipur,0,0,none,normal
R0001,78,84,41344.8,492.2,0.047034827802914035,0.005424509470916091,1.3501,1.369,apparel,jaipur,0,0,none,normal
R0001,79,78,40046.37,513.41,0.05230854285077452,0.0058615498511494215,1.2126,1.64,apparel,jaipur,0,0,none,normal
R0001,80,78,38550.3,494.23,0.055638736311551036,0.005299690201611918,1.3301,1.1079,apparel,jaipur,0,0,none,normal
R0001,81,73,36537.29,500.51,0.04498355670848128,0.0052555202755967916,1.2287,1.5052,apparel,jaipur,0,0,none,normal
R0001,82,77,34067.15,442.43,0.04810204516888031,0.004953293911504478,1.1476,1.5192,apparel,jaipur,0,0,none,normal
R0001,83,69,34097.59,494.17,0.055944259413475965,0.004779822828513064,1.3499,1.3546,apparel,jaipur,0,0,none,normal
R0001,84,84,41036.48,488.53,0.04593190879848502,0.00787663463452625,1.1867,1.322,apparel,jaipur,0,0,none,normal
R0001,85,78,39331.06,504.24,0.04101399469719765,0.006030881764512378,1.0435,0.9983,apparel,jaipur,0,0,none,normal
R0001,86,76,36583.43,481.36,0.055240507916129826,0.007004251293252579,1.3044,0.9987,apparel,jaipur,0,0,none,normal
R0001,87,83,37812.27,455.57,0.058330111309456235,0.005852074117601591,1.5075,1.3239,apparel,jaipur,0,0,none,normal
R0001,88,72,34334.72,476.87,0.054645229930677344,0.006226728412869677,1.5118,1.2952,apparel,jaipur,0,0,none,normal
R0001,89,73,38122.54,522.23,0.05201435175547356,0.004836740648297959,1.1233,1.4632,apparel,jaipur,0,0,none,normal
R0001,90,71,32956.94,464.18,0.05082624209562704,0.005051444309776563,1.3642,1.5072,apparel,jaipur,0,0,none,normal
R0001,91,76,34847.17,458.52,0.05453505408419208,0.007291893439195376,1.5138,1.3676,apparel,jaipur,0,0,none,normal
R0001,92,90,46911.86,521.24,0.05499518297640842,0.005154552360732483,1.3115,1.3379,apparel,jaipur,0,0,none,normal
R0001,93,89,45411.5,510.24,0.05050051921672739,0.006183535230054168,1.3727,1.0587,apparel,jaipur,0,0,none,normal
R0001,94,80,44169.72,552.12,0.06180326304055843,0.005790791276865347,1.2468,1.2815,apparel,jaipur,0,0,none,normal
R0001,95,90,40620.6,451.34,0.058137503986069705,0.00662964366509135,1.2315,1.3239,apparel,jaipur,0,0,none,normal
R0001,96,78,41420.19,531.03,0.047165597237317954,0.007008336227344651,1.2384,1.3728,apparel,jaipur,0,0,none,normal
R0001,97,88,43991.92,499.91,0.04251921927035378,0.006198680580322493,1.2832,1.4115,apparel,jaipur,0,0,none,normal
R0001,98,89,44558.95,500.66,0.04950197098156719,0.005744634769857114,1.3977,1.5601,apparel,jaipur,0,0,none,normal
R0001,99,89,49621.03,557.54,0.04262088536030195,0.0070147923506701845,1.3707,1.4523,apparel,jaipur,0,0,none,normal
R0001,100,68,35397.06,520.55,0.06262447260444247,0.004779502692305117,1.2124,1.5754,apparel,jaipur,0,0,none,normal
R0001,101,71,33568.77,472.8,0.06545479373577996,0.005039479270853378,1.2805,1.0105,apparel,jaipur,0,0,none,normal
R0001,102,75,40067.06,534.23,0.05305219234323519,0.005084727333282722,1.4419,1.5031,apparel,jaipur,0,0,none,normal
R0001,103,81,38996.17,481.43,0.041739804882465745,0.005571242512244411,1.3729,1.1666,apparel,jaipur,0,0,none,normal
R0001,104,73,39505.22,541.17,0.045569729599186086,0.005642866735291644,1.3195,1.3592,apparel,jaipur,0,0,none,normal
R0001,105,84,43184.68,514.1,0.05400825876041215,0.005976694282661547,1.4407,1.4876,apparel,jaipur,0,0,none,normal
R0001,106,87,43215.5,496.73,0.05619329982126019,0.00627688989154998,1.4775,1.3619,apparel,jaipur,0,0,none,normal
R0001,107,86,39694.22,461.56,0.0534571471715722,0.007559326144727863,1.2833,1.3756,apparel,jaipur,0,0,none,normal
R0001,108,79,40956.47,518.44,0.0547550947783492,0.007304863207086156,1.22,1.3726,apparel,jaipur,0,0,none,normal
R0001,109,84,44653.8,531.59,0.055163735148887116,0.006940486461600961,1.268,1.3459,apparel,jaipur,0,0,none,normal
R0001,110,77,40165.24,521.63,0.05318198753457226,0.006372132690900218,1.1793,1.3636,apparel,jaipur,0,0,none,normal
R0001,111,64,31319.84,489.37,0.0405643455473315,0.007335077679707706,1.4622,1.417,apparel,jaipur,0,0,none,normal
R0001,112,83,41141.72,495.68,0.054219892747492934,0.004430591913086434,1.2522,1.3532,apparel,jaipur,0,0,none,normal
R0001,113,71,36537.19,514.61,0.04873083787827286,0.005998930407357844,1.244,1.3695,apparel,jaipur,0,0,none,normal
R0001,114,87,47558.6,546.65,0.056642434030004116,0.006221266466760729,1.3054,1.1381,apparel,jaipur,0,0,none,normal
R0001,115,81,42802.82,528.43,0.05139506785363536,0.0058871554576180336,1.182,1.198,apparel,jaipur,0,0,none,normal
R0001,116,88,42795.8,486.32,0.056599402129940544,0.005713471191549021,1.2703,1.1071,apparel,jaipur,0,0,none,normal
R0001,117,72,30844.58,428.4,0.05742176532960807,0.006043465110320881,1.422,1.3473,apparel,jaipur,0,0,none,normal
R0001,118,73,37996.31,520.5,0.04976848342475637,0.004785957772771022,1.0626,1.1839,apparel,jaipur,0,0,none,normal
R0001,119,72,39450.4,547.92,0.049283813651984386,0.006052136008001203,1.3009,1.4896,apparel,jaipur,0,0,none,normal
R0001,120,68,35433.77,521.08,0.06647185524001235,0.0060911309526912455,1.5288,1.4851,apparel,jaipur,0,0,none,normal
R0001,121,96,45777.15,476.85,0.06150957372300419,0.006358439140808907,1.4839,1.4408,apparel,jaipur,0,0,none,normal
R0001,122,68,36988.82,543.95,0.05069339822350317,0.007013413848119611,1.2247,1.3722,apparel,jaipur,0,0,none,normal
R0001,123,71,36093.49,508.36,0.04229277255023852,0.005627666536673764,1.5873,1.5374,apparel,jaipur,0,0,none,normal
R0001,124,72,39468.31,548.17,0.05872661301888177,0.007694477599223453,1.3693,1.5566,apparel,jaipur,0,0,none,normal
R0001,125,76,34923.91,459.53,0.05337605221361207,0.0055854049001446415,1.4137,1.2677,apparel,jaipur,0,0,none,normal
R0001,126,80,39778.05,497.23,0.06694837089701049,0.006265398709802118,1.3669,1.5444,apparel,jaipur,0,0,none,normal
R0001,127,91,46168.7,507.35,0.05222969075374281,0.006340213140540888,1.4926,1.2603,apparel,jaipur,0,0,none,normal
R0001,128,67,34021.8,507.79,0.06519248286183922,0.006290064770153705,1.336,1.3871,apparel,jaipur,0,0,none,normal
R0001,129,89,46198.05,519.08,0.059253528650821556,0.0064252015835291115,1.4644,1.3445,apparel,jaipur,0,0,none,normal
R0001,130,75,40367.73,538.24,0.04991791807868212,0.008097245963566296,1.4474,1.2182,apparel,jaipur,0,0,none,normal
R0001,131,76,38768.79,510.12,0.05439850122442702,0.005511170830593498,1.1127,1.4733,apparel,jaipur,0,0,none,normal
R0001,132,76,38074.59,500.98,0.055350088180609644,0.006860184436240015,1.2946,1.325,apparel,jaipur,0,0,none,normal
R0001,133,85,42541.59,500.49,0.051295662839829566,0.005999298443004909,1.5017,1.2939,apparel,jaipur,0,0,none,normal
R0001,134,79,40146.89,508.19,0.059783879040357424,0.007236466806122509,0.9968,1.2645,apparel,jaipur,0,0,none,normal
R0001,135,88,42824.2,486.64,0.05445885198889856,0.005458813896011966,1.3502,1.3783,apparel,jaipur,0,0,none,normal
R0001,136,79,39961.35,505.84,0.054488689265420734,0.004946996213547797,0.9147,1.2415,apparel,jaipur,0,0,none,normal
R0001,137,71,35703.19,502.86,0.04580750892151959,0.008310397110102433,1.3705,1.6753,apparel,jaipur,0,0,none,normal
R0001,138,82,43959.32,536.09,0.05851507427200158,0.0056055775788015775,1.4259,0.9105,apparel,jaipur,0,0,none,normal
R0001,139,70,34100.46,487.15,0.05611525240824625,0.005006209819662727,1.3693,1.1361,apparel,jaipur,0,0,none,normal
R0001,140,75,36835.39,491.14,0.03869710123221243,0.005967725786193212,1.2607,1.0646,apparel,jaipur,0,0,none,normal
R0001,141,73,36766.15,503.65,0.050763507604695925,0.0035197620695616716,1.2617,1.3484,apparel,jaipur,0,0,none,normal
R0001,142,81,40269.03,497.15,0.05725152471921987,0.007393280877285786,1.1953,1.1976,apparel,jaipur,0,0,none,normal
R0001,143,80,36684.88,458.56,0.05574187639146013,0.0050134510442780555,1.3133,1.198,apparel,jaipur,0,0,none,normal
R0001,144,76,42877.63,564.18,0.051871159241295005,0.005569308845312685,1.4175,1.4688,apparel,jaipur,0,0,none,normal
R0001,145,77,38127.66,495.16,0.04939619992499422,0.005354585864294695,1.369,1.6022,apparel,jaipur,0,0,none,normal
R0001,146,85,44711.13,526.01,0.04297451089514009,0.005746815282228644,1.3576,1.4442,apparel,jaipur,0,0,none,normal
R0001,147,82,41125.38,501.53,0.05725129334087492,0.006207594001591437,1.2327,1.4041,apparel,jaipur,0,0,none,normal
R0001,148,73,38482.94,527.16,0.055858416276604365,0.0075976489093065765,1.1626,1.1387,apparel,jaipur,0,0,none,normal
R0001,149,78,37122.39,475.93,0.04535198843967941,0.007071616922344011,1.2105,1.341,apparel,jaipur,0,0,none,normal
R0001,150,77,43992.72,571.33,0.06397083105726542,0.006465951500830362,1.2275,1.2302,apparel,jaipur,0,0,none,normal
R0001,151,79,38758.5,490.61,0.04740241712374883,0.00635517597683366,1.3855,1.3661,apparel,jaipur,0,0,none,normal
R0001,152,78,38058.18,487.93,0.04850403628461664,0.0049512566457930104,1.3952,1.5216,apparel,jaipur,0,0,none,normal
R0001,153,75,34584.69,461.13,0.0558788674349873,0.0038197352928298835,1.4033,1.5218,apparel,jaipur,0,0,none,normal
R0001,154,82,40036.52,488.25,0.05455318481107497,0.005444414974603344,1.223,1.4585,apparel,jaipur,0,0,none,normal
R0001,155,78,34959.05,448.19,0.05323050151017933,0.004905786818022276,1.3718,1.5475,apparel,jaipur,0,0,none,normal
R0001,156,70,37283.51,532.62,0.04148950558307185,0.006200046801587096,1.2471,1.4319,apparel,jaipur,0,0,none,normal
R0001,157,80,41842.76,523.03,0.050907548794611186,0.00439596957824183,1.5834,1.2948,apparel,jaipur,0,0,none,normal
R0001,158,84,43035.29,512.32,0.057070557081840265,0.005898981245254406,1.093,1.4649,apparel,jaipur,0,0,none,normal
R0001,159,88,43913.09,499.01,0.06053230729527717,0.004908527949196939,1.4872,1.5472,apparel,jaipur,0,0,none,normal
R0001,160,75,39011.22,520.15,0.05242764538584143,0.006628139098264522,1.5675,1.3499,apparel,jaipur,0,0,none,normal
R0001,161,82,45052.58,549.42,0.050643976143721944,0.0065912033388538715,1.335,1.2997,apparel,jaipur,0,0,none,normal
R0001,162,80,37872.75,473.41,0.05350273701883159,0.007012825862071807,1.2218,1.4221,apparel,jaipur,0,0,none,normal
R0001,163,77,41413.16,537.83,0.06251838663141464,0.005821454551165685,1.215,0.9183,apparel,jaipur,0,0,none,normal
R0001,164,88,42809.35,486.47,0.04755470001434592,0.006675508133152629,1.4503,1.0554,apparel,jaipur,0,0,none,normal
R0001,165,76,38064.53,500.85,0.05341328380481416,0.005784370580348361,1.5052,1.2022,apparel,jaipur,0,0,none,normal
R0001,166,80,41347.31,516.84,0.054703845723462076,0.005062325771532377,1.1255,1.2994,apparel,jaipur,0,0,none,normal
R0001,167,72,39876.03,553.83,0.05624722567883628,0.007531330815779353,1.34,1.0469,apparel,jaipur,0,0,none,normal
R0001,168,68,33399.7,491.17,0.05066279742158064,0.005706653975282266,1.5001,1.5325,apparel,jaipur,0,0,none,normal
R0001,169,74,36008.52,486.6,0.042176213305250725,0.006583334572057498,1.0833,1.2924,apparel,jaipur,0,0,none,normal
R0001,170,73,41221.85,564.68,0.047957801685341195,0.005374385168141587,1.3691,1.3747,apparel,jaipur,0,0,none,normal
R0001,171,76,40635.61,534.68,0.045898254740759016,0.007522052279533837,1.2123,1.5038,apparel,jaipur,0,0,none,normal
R0001,172,75,37109.16,494.79,0.057649404662244594,0.007020155856264591,1.4502,1.3929,apparel,jaipur,0,0,none,normal
R0001,173,82,40501.59,493.92,0.0585142442016327,0.006175285406335817,1.2698,1.3603,apparel,jaipur,0,0,none,normal
R0001,174,80,40324.22,504.05,0.045998587079238144,0.006528003861767654,1.4185,1.3825,apparel,jaipur,0,0,none,normal
R0001,175,69,34541.56,500.6,0.05193892449413798,0.005370592033474056,1.2415,1.5106,apparel,jaipur,0,0,none,normal
R0001,176,75,39551.33,527.35,0.0335863704053316,0.006352020080465535,1.2774,1.1106,apparel,jaipur,0,0,none,normal
R0001,177,75,34479.61,459.73,0.06389065308000923,0.004983518108228836,1.141,1.3008,apparel,jaipur,0,0,none,normal
R0001,178,69,33784.21,489.63,0.04998185839611628,0.005977290131773752,1.3039,1.3196,apparel,jaipur,0,0,none,normal
R0001,179,68,34281.58,504.14,0.058182013092097376,0.006943602748801965,1.0775,1.6534,apparel,jaipur,0,0,none,normal
R0001,180,77,39224.21,509.41,0.04451617073370292,0.007021019693953382,1.0862,1.0853,apparel,jaipur,0,0,none,normal
R0001,181,87,45012.16,517.38,0.07059559475740153,0.0057745798639244296,1.4114,1.2272,apparel,jaipur,0,0,none,normal
R0001,182,71,38354.5,540.2,0.05913931251441106,0.005877490852352037,1.4492,1.4376,apparel,jaipur,0,0,none,normal
R0001,183,75,36977.53,493.03,0.05241852968220051,0.00626513711061366,1.5292,1.3905,apparel,jaipur,0,0,none,normal
R0001,184,75,37371.17,498.28,0.05074753883802424,0.005910031342225158,1.3667,1.1827,apparel,jaipur,0,0,none,normal
R0001,185,80,45310.83,566.39,0.04843877045079485,0.005900135055551203,1.3238,1.3404,apparel,jaipur,0,0,none,normal
R0001,186,78,43088.92,552.42,0.060497194497648454,0.006646787759004142,1.5187,1.4725,apparel,jaipur,0,0,none,normal
R0001,187,74,37277.38,503.75,0.059506231816498674,0.006789565463205287,1.4521,1.4775,apparel,jaipur,0,0,none,normal
R0001,188,84,44638.2,531.41,0.051012435614842075,0.004762475848895092,1.2977,1.5085,apparel,jaipur,0,0,none,normal
R0001,189,76,38899.85,511.84,0.05311209468653536,0.005737127628018412,1.4401,1.5198,apparel,jaipur,0,0,none,normal
R0001,190,84,38914.3,463.27,0.05141673206279778,0.007774157224574819,1.4661,1.4336,apparel,jaipur,0,0,none,normal
R0001,191,90,49417.96,549.09,0.056577977293296625,0.006575170172863385,1.2994,1.3917,apparel,jaipur,0,0,none,normal
R0001,192,69,30598.78,443.46,0.06035084050522322,0.00590401973776456,1.3604,1.068,apparel,jaipur,0,0,none,normal
R0001,193,75,37838.03,504.51,0.05070373297217004,0.006685053692121444,1.3479,1.3489,apparel,jaipur,0,0,none,normal
R0001,194,88,44686.11,507.8,0.039998039878509785,0.006967199517589271,0.9419,1.1159,apparel,jaipur,0,0,none,normal
R0001,195,83,42089.34,507.1,0.05675101733945247,0.0034506558464601983,1.4732,1.2317,apparel,jaipur,0,0,none,normal
R0001,196,73,38177.43,522.98,0.056265619092678375,0.005207665620041002,1.2838,1.4786,apparel,jaipur,0,0,none,normal
R0001,197,74,36397.98,491.86,0.05527990908937549,0.005040984225623383,1.287,1.3067,apparel,jaipur,0,0,none,normal
R0001,198,75,40856.15,544.75,0.06229225909800908,0.005802401939284174,1.4301,1.4541,apparel,jaipur,0,0,none,normal
R0001,199,77,39178.02,508.81,0.047619952329358166,0.0054536494022237175,1.3514,1.6043,apparel,jaipur,0,0,none,normal
R0001,200,75,37864.3,504.86,0.049908366034170384,0.006013575219519391,1.2962,1.3056,apparel,jaipur,0,0,none,normal
R0001,201,82,42238.12,515.1,0.061009974932418685,0.005429346529894251,1.2496,1.501,apparel,jaipur,0,0,none,normal
R0001,202,69,33874.35,490.93,0.05646543858017412,0.005598792557115215,1.3469,1.6382,apparel,jaipur,0,0,none,normal
R0001,203,71,35522.55,500.32,0.05217661842409603,0.0056653881351035355,1.1704,1.4697,apparel,jaipur,0,0,none,normal
R0001,204,75,40479.9,539.73,0.053483161103634554,0.005831391569964908,1.2978,0.9453,apparel,jaipur,0,0,none,normal
R0001,205,86,46111.58,536.18,0.05257966717143246,0.0048935869855610045,1.4654,1.4533,apparel,jaipur,0,0,none,normal
R0001,206,75,37203.43,496.05,0.061947945950041536,0.00706765715069837,1.4466,1.2781,apparel,jaipur,0,0,none,normal
R0001,207,74,36474.23,492.9,0.052704806163328025,0.006186627257715106,1.1365,1.5152,apparel,jaipur,0,0,none,normal
R0001,208,86,43522.05,506.07,0.05411297159146628,0.006124963454798728,1.2539,1.524,apparel,jaipur,0,0,none,normal
R0001,209,88,41118.9,467.26,0.05501077340602371,0.005079571326374168,1.3041,1.4533,apparel,jaipur,0,0,none,normal
R0001,210,70,32207.58,460.11,0.06209586892334585,0.005268552166778569,1.3578,1.3418,apparel,jaipur,0,0,none,normal
R0001,211,83,44932.73,541.36,0.062220042001325415,0.0062466435383717765,1.0733,1.0864,apparel,jaipur,0,0,none,normal
R0001,212,72,34421.3,478.07,0.0653594926643725,0.005584886156719354,1.0401,1.5591,apparel,jaipur,0,0,none,normal
R0001,213,82,34720.75,423.42,0.06841705887494345,0.0054290236407443775,1.2365,1.5735,apparel,jaipur,0,0,none,normal
R0001,214,85,41437.39,487.5,0.05609876901807824,0.006653236390583394,1.4305,1.3737,apparel,jaipur,0,0,none,normal
R0001,215,80,36367.27,454.59,0.04746901990398105,0.006285118313804794,1.3635,1.4161,apparel,jaipur,0,0,none,normal
R0001,216,78,42701.21,547.45,0.05264453148279414,0.005444447677112022,1.2547,0.9075,apparel,jaipur,0,0,none,normal
R0001,217,82,42024.79,512.5,0.055453686869141365,0.005569111517451378,1.242,1.315,apparel,jaipur,0,0,none,normal
R0001,218,89,48071.05,540.12,0.05131447946515983,0.004668681725250734,1.3978,1.3244,apparel,jaipur,0,0,none,normal
